contact_pair	end2	region1	region2	pixel_size	chrom2	chrom1	start2	dist_from_diag	end1	start1	Sample	value	Patient	Celltype
(('chr3', 138930000, 138940000), ('chr3', 147390000, 147400000))	147400000	('chr3', 138930000, 138940000)	('chr3', 147390000, 147400000)	100000000	chr3	chr3	147390000	8460000.0	138940000	138930000	3M_NeuN-	0.9318712353906318	3M	NeuN-
(('chr3', 138930000, 138940000), ('chr3', 158090000, 158100000))	158100000	('chr3', 138930000, 138940000)	('chr3', 158090000, 158100000)	100000000	chr3	chr3	158090000	19160000.0	138940000	138930000	3M_NeuN-	1.3527817463434095	3M	NeuN-
(('chr3', 138930000, 138940000), ('chr3', 169650000, 169660000))	169660000	('chr3', 138930000, 138940000)	('chr3', 169650000, 169660000)	100000000	chr3	chr3	169650000	30720000.0	138940000	138930000	3M_NeuN-	0.9413706332057653	3M	NeuN-
(('chr3', 147390000, 147400000), ('chr3', 158090000, 158100000))	158100000	('chr3', 147390000, 147400000)	('chr3', 158090000, 158100000)	100000000	chr3	chr3	158090000	10700000.0	147400000	147390000	3M_NeuN-	1.6752007108270157	3M	NeuN-
(('chr3', 147390000, 147400000), ('chr3', 169130000, 169140000))	169140000	('chr3', 147390000, 147400000)	('chr3', 169130000, 169140000)	100000000	chr3	chr3	169130000	21740000.0	147400000	147390000	3M_NeuN-	2.4197779783537614	3M	NeuN-
(('chr3', 147390000, 147400000), ('chr3', 169650000, 169660000))	169660000	('chr3', 147390000, 147400000)	('chr3', 169650000, 169660000)	100000000	chr3	chr3	169650000	22260000.0	147400000	147390000	3M_NeuN-	1.791761111048379	3M	NeuN-
(('chr3', 147390000, 147400000), ('chr3', 181710000, 181720000))	181720000	('chr3', 147390000, 147400000)	('chr3', 181710000, 181720000)	100000000	chr3	chr3	181710000	34320000.0	147400000	147390000	3M_NeuN-	0.9955684026096282	3M	NeuN-
(('chr3', 158090000, 158100000), ('chr3', 169130000, 169140000))	169140000	('chr3', 158090000, 158100000)	('chr3', 169130000, 169140000)	100000000	chr3	chr3	169130000	11040000.0	158100000	158090000	3M_NeuN-	2.514626737876486	3M	NeuN-
(('chr3', 158090000, 158100000), ('chr3', 169650000, 169660000))	169660000	('chr3', 158090000, 158100000)	('chr3', 169650000, 169660000)	100000000	chr3	chr3	169650000	11560000.0	158100000	158090000	3M_NeuN-	2.384869337102795	3M	NeuN-
(('chr3', 158090000, 158100000), ('chr3', 181710000, 181720000))	181720000	('chr3', 158090000, 158100000)	('chr3', 181710000, 181720000)	100000000	chr3	chr3	181710000	23620000.0	158100000	158090000	3M_NeuN-	0.8422409307254298	3M	NeuN-
(('chr3', 169130000, 169140000), ('chr3', 169650000, 169660000))	169660000	('chr3', 169130000, 169140000)	('chr3', 169650000, 169660000)	100000000	chr3	chr3	169650000	520000.0	169140000	169130000	3M_NeuN-	1.599830711307508	3M	NeuN-
(('chr3', 169130000, 169140000), ('chr3', 181710000, 181720000))	181720000	('chr3', 169130000, 169140000)	('chr3', 181710000, 181720000)	100000000	chr3	chr3	181710000	12580000.0	169140000	169130000	3M_NeuN-	0.8780742477341311	3M	NeuN-
(('chr3', 169650000, 169660000), ('chr3', 181710000, 181720000))	181720000	('chr3', 169650000, 169660000)	('chr3', 181710000, 181720000)	100000000	chr3	chr3	181710000	12060000.0	169660000	169650000	3M_NeuN-	0.9582005671376753	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 13530000, 13540000))	13540000	('chr4', 4840000, 4850000)	('chr4', 13530000, 13540000)	100000000	chr4	chr4	13530000	8690000.0	4850000	4840000	3M_NeuN-	0.4853209070131487	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 41740000, 41750000))	41750000	('chr4', 4840000, 4850000)	('chr4', 41740000, 41750000)	100000000	chr4	chr4	41740000	36900000.0	4850000	4840000	3M_NeuN-	1.860171594977923	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 41870000, 41880000))	41880000	('chr4', 4840000, 4850000)	('chr4', 41870000, 41880000)	100000000	chr4	chr4	41870000	37030000.0	4850000	4840000	3M_NeuN-	1.6363915698399532	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 54080000, 54090000))	54090000	('chr4', 4840000, 4850000)	('chr4', 54080000, 54090000)	100000000	chr4	chr4	54080000	49240000.0	4850000	4840000	3M_NeuN-	1.5167913351582516	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 84480000, 84500000))	84500000	('chr4', 4840000, 4850000)	('chr4', 84480000, 84500000)	200000000	chr4	chr4	84480000	79645000.0	4850000	4840000	3M_NeuN-	0.6460803685026696	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 110620000, 110630000))	110630000	('chr4', 4840000, 4850000)	('chr4', 110620000, 110630000)	100000000	chr4	chr4	110620000	105780000.0	4850000	4840000	3M_NeuN-	0.5473271363312775	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 112500000, 112510000))	112510000	('chr4', 4840000, 4850000)	('chr4', 112500000, 112510000)	100000000	chr4	chr4	112500000	107660000.0	4850000	4840000	3M_NeuN-	2.263909602291365	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 146630000, 146640000))	146640000	('chr4', 4840000, 4850000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	141790000.0	4850000	4840000	3M_NeuN-	1.6754671343182905	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 173520000, 173530000))	173530000	('chr4', 4840000, 4850000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	168680000.0	4850000	4840000	3M_NeuN-	1.415900432281888	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr4', 174200000, 174210000))	174210000	('chr4', 4840000, 4850000)	('chr4', 174200000, 174210000)	100000000	chr4	chr4	174200000	169360000.0	4850000	4840000	3M_NeuN-	0.8779338154527494	3M	NeuN-
(('chr4', 4840000, 4850000), ('chr7', 1230000, 1240000))	1240000	('chr4', 4840000, 4850000)	('chr7', 1230000, 1240000)	100000000	chr7	chr4	1230000	3610000.0	4850000	4840000	3M_NeuN-		3M	NeuN-
(('chr4', 4840000, 4850000), ('chr10', 123130000, 123140000))	123140000	('chr4', 4840000, 4850000)	('chr10', 123130000, 123140000)	100000000	chr10	chr4	123130000	118290000.0	4850000	4840000	3M_NeuN-		3M	NeuN-
(('chr4', 4840000, 4850000), ('chr12', 53900000, 54070000))	54070000	('chr4', 4840000, 4850000)	('chr12', 53900000, 54070000)	1700000000	chr12	chr4	53900000	49140000.0	4850000	4840000	3M_NeuN-		3M	NeuN-
(('chr4', 4840000, 4850000), ('chr12', 114390000, 114400000))	114400000	('chr4', 4840000, 4850000)	('chr12', 114390000, 114400000)	100000000	chr12	chr4	114390000	109550000.0	4850000	4840000	3M_NeuN-		3M	NeuN-
(('chr4', 4840000, 4850000), ('chr16', 86500000, 86510000))	86510000	('chr4', 4840000, 4850000)	('chr16', 86500000, 86510000)	100000000	chr16	chr4	86500000	81660000.0	4850000	4840000	3M_NeuN-		3M	NeuN-
(('chr4', 13530000, 13540000), ('chr4', 41740000, 41750000))	41750000	('chr4', 13530000, 13540000)	('chr4', 41740000, 41750000)	100000000	chr4	chr4	41740000	28210000.0	13540000	13530000	3M_NeuN-	1.4781499831883496	3M	NeuN-
(('chr4', 13530000, 13540000), ('chr4', 41870000, 41880000))	41880000	('chr4', 13530000, 13540000)	('chr4', 41870000, 41880000)	100000000	chr4	chr4	41870000	28340000.0	13540000	13530000	3M_NeuN-	1.8338742389190832	3M	NeuN-
(('chr4', 13530000, 13540000), ('chr4', 54080000, 54090000))	54090000	('chr4', 13530000, 13540000)	('chr4', 54080000, 54090000)	100000000	chr4	chr4	54080000	40550000.0	13540000	13530000	3M_NeuN-	1.8814230846832667	3M	NeuN-
(('chr4', 13530000, 13540000), ('chr4', 84480000, 84500000))	84500000	('chr4', 13530000, 13540000)	('chr4', 84480000, 84500000)	200000000	chr4	chr4	84480000	70955000.0	13540000	13530000	3M_NeuN-	0.2146511953767156	3M	NeuN-
(('chr4', 13530000, 13540000), ('chr4', 110620000, 110630000))	110630000	('chr4', 13530000, 13540000)	('chr4', 110620000, 110630000)	100000000	chr4	chr4	110620000	97090000.0	13540000	13530000	3M_NeuN-	0.49632438239324755	3M	NeuN-
(('chr4', 13530000, 13540000), ('chr4', 146630000, 146640000))	146640000	('chr4', 13530000, 13540000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	133100000.0	13540000	13530000	3M_NeuN-	1.8324810321573464	3M	NeuN-
(('chr4', 13530000, 13540000), ('chr4', 173520000, 173530000))	173530000	('chr4', 13530000, 13540000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	159990000.0	13540000	13530000	3M_NeuN-	1.8798971831992466	3M	NeuN-
(('chr4', 41740000, 41750000), ('chr4', 41870000, 41880000))	41880000	('chr4', 41740000, 41750000)	('chr4', 41870000, 41880000)	100000000	chr4	chr4	41870000	130000.0	41750000	41740000	3M_NeuN-	0.8486513449447262	3M	NeuN-
(('chr4', 41740000, 41750000), ('chr4', 54080000, 54090000))	54090000	('chr4', 41740000, 41750000)	('chr4', 54080000, 54090000)	100000000	chr4	chr4	54080000	12340000.0	41750000	41740000	3M_NeuN-	0.971100110180829	3M	NeuN-
(('chr4', 41740000, 41750000), ('chr4', 84480000, 84500000))	84500000	('chr4', 41740000, 41750000)	('chr4', 84480000, 84500000)	200000000	chr4	chr4	84480000	42745000.0	41750000	41740000	3M_NeuN-	0.7529145862870509	3M	NeuN-
(('chr4', 41740000, 41750000), ('chr4', 108160000, 108170000))	108170000	('chr4', 41740000, 41750000)	('chr4', 108160000, 108170000)	100000000	chr4	chr4	108160000	66420000.0	41750000	41740000	3M_NeuN-	1.4172763815106544	3M	NeuN-
(('chr4', 41740000, 41750000), ('chr4', 110620000, 110630000))	110630000	('chr4', 41740000, 41750000)	('chr4', 110620000, 110630000)	100000000	chr4	chr4	110620000	68880000.0	41750000	41740000	3M_NeuN-	0.8746477560715581	3M	NeuN-
(('chr4', 41740000, 41750000), ('chr4', 146630000, 146640000))	146640000	('chr4', 41740000, 41750000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	104890000.0	41750000	41740000	3M_NeuN-	1.8582292839097847	3M	NeuN-
(('chr4', 41740000, 41750000), ('chr4', 173520000, 173530000))	173530000	('chr4', 41740000, 41750000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	131780000.0	41750000	41740000	3M_NeuN-	1.5393646198838884	3M	NeuN-
(('chr4', 41740000, 41750000), ('chr4', 174200000, 174210000))	174210000	('chr4', 41740000, 41750000)	('chr4', 174200000, 174210000)	100000000	chr4	chr4	174200000	132460000.0	41750000	41740000	3M_NeuN-	1.0978801807568743	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 54080000, 54090000))	54090000	('chr4', 41870000, 41880000)	('chr4', 54080000, 54090000)	100000000	chr4	chr4	54080000	12210000.0	41880000	41870000	3M_NeuN-	1.1329830760598938	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 84480000, 84500000))	84500000	('chr4', 41870000, 41880000)	('chr4', 84480000, 84500000)	200000000	chr4	chr4	84480000	42615000.0	41880000	41870000	3M_NeuN-	0.7936125147522177	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 108160000, 108170000))	108170000	('chr4', 41870000, 41880000)	('chr4', 108160000, 108170000)	100000000	chr4	chr4	108160000	66290000.0	41880000	41870000	3M_NeuN-	1.1081884088742247	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 110620000, 110630000))	110630000	('chr4', 41870000, 41880000)	('chr4', 110620000, 110630000)	100000000	chr4	chr4	110620000	68750000.0	41880000	41870000	3M_NeuN-	0.9302962870872703	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 111620000, 111630000))	111630000	('chr4', 41870000, 41880000)	('chr4', 111620000, 111630000)	100000000	chr4	chr4	111620000	69750000.0	41880000	41870000	3M_NeuN-	0.6974788049537397	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 112500000, 112510000))	112510000	('chr4', 41870000, 41880000)	('chr4', 112500000, 112510000)	100000000	chr4	chr4	112500000	70630000.0	41880000	41870000	3M_NeuN-	0.7817660897103601	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 146630000, 146640000))	146640000	('chr4', 41870000, 41880000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	104760000.0	41880000	41870000	3M_NeuN-	1.444012026301308	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 173520000, 173530000))	173530000	('chr4', 41870000, 41880000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	131650000.0	41880000	41870000	3M_NeuN-	1.2827327303544866	3M	NeuN-
(('chr4', 41870000, 41880000), ('chr4', 174200000, 174210000))	174210000	('chr4', 41870000, 41880000)	('chr4', 174200000, 174210000)	100000000	chr4	chr4	174200000	132330000.0	41880000	41870000	3M_NeuN-	1.1886844297752919	3M	NeuN-
(('chr4', 54080000, 54090000), ('chr4', 84480000, 84500000))	84500000	('chr4', 54080000, 54090000)	('chr4', 84480000, 84500000)	200000000	chr4	chr4	84480000	30405000.0	54090000	54080000	3M_NeuN-	0.9909454147549823	3M	NeuN-
(('chr4', 54080000, 54090000), ('chr4', 146630000, 146640000))	146640000	('chr4', 54080000, 54090000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	92550000.0	54090000	54080000	3M_NeuN-	1.0257889122882822	3M	NeuN-
(('chr4', 84480000, 84500000), ('chr4', 108160000, 108170000))	108170000	('chr4', 84480000, 84500000)	('chr4', 108160000, 108170000)	200000000	chr4	chr4	108160000	23675000.0	84500000	84480000	3M_NeuN-	1.636111639810251	3M	NeuN-
(('chr4', 84480000, 84500000), ('chr4', 110620000, 110630000))	110630000	('chr4', 84480000, 84500000)	('chr4', 110620000, 110630000)	200000000	chr4	chr4	110620000	26135000.0	84500000	84480000	3M_NeuN-	1.6664144443133386	3M	NeuN-
(('chr4', 84480000, 84500000), ('chr4', 111620000, 111630000))	111630000	('chr4', 84480000, 84500000)	('chr4', 111620000, 111630000)	200000000	chr4	chr4	111620000	27135000.0	84500000	84480000	3M_NeuN-	1.5816717671755358	3M	NeuN-
(('chr4', 84480000, 84500000), ('chr4', 112500000, 112510000))	112510000	('chr4', 84480000, 84500000)	('chr4', 112500000, 112510000)	200000000	chr4	chr4	112500000	28015000.0	84500000	84480000	3M_NeuN-	1.7193544091022148	3M	NeuN-
(('chr4', 84480000, 84500000), ('chr4', 146630000, 146640000))	146640000	('chr4', 84480000, 84500000)	('chr4', 146630000, 146640000)	200000000	chr4	chr4	146630000	62145000.0	84500000	84480000	3M_NeuN-	1.0261266630116943	3M	NeuN-
(('chr4', 84480000, 84500000), ('chr4', 173520000, 173530000))	173530000	('chr4', 84480000, 84500000)	('chr4', 173520000, 173530000)	200000000	chr4	chr4	173520000	89035000.0	84500000	84480000	3M_NeuN-	1.6849167397415417	3M	NeuN-
(('chr4', 84480000, 84500000), ('chr4', 174200000, 174210000))	174210000	('chr4', 84480000, 84500000)	('chr4', 174200000, 174210000)	200000000	chr4	chr4	174200000	89715000.0	84500000	84480000	3M_NeuN-	0.8438721177740206	3M	NeuN-
(('chr4', 108160000, 108170000), ('chr4', 110620000, 110630000))	110630000	('chr4', 108160000, 108170000)	('chr4', 110620000, 110630000)	100000000	chr4	chr4	110620000	2460000.0	108170000	108160000	3M_NeuN-	1.0371883233506076	3M	NeuN-
(('chr4', 108160000, 108170000), ('chr4', 111620000, 111630000))	111630000	('chr4', 108160000, 108170000)	('chr4', 111620000, 111630000)	100000000	chr4	chr4	111620000	3460000.0	108170000	108160000	3M_NeuN-	1.059235251476635	3M	NeuN-
(('chr4', 108160000, 108170000), ('chr4', 112500000, 112510000))	112510000	('chr4', 108160000, 108170000)	('chr4', 112500000, 112510000)	100000000	chr4	chr4	112500000	4340000.0	108170000	108160000	3M_NeuN-	1.0990384714263846	3M	NeuN-
(('chr4', 108160000, 108170000), ('chr4', 146630000, 146640000))	146640000	('chr4', 108160000, 108170000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	38470000.0	108170000	108160000	3M_NeuN-	0.5040127342015595	3M	NeuN-
(('chr4', 108160000, 108170000), ('chr4', 173520000, 173530000))	173530000	('chr4', 108160000, 108170000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	65360000.0	108170000	108160000	3M_NeuN-	1.6820588448964455	3M	NeuN-
(('chr4', 110620000, 110630000), ('chr4', 111620000, 111630000))	111630000	('chr4', 110620000, 110630000)	('chr4', 111620000, 111630000)	100000000	chr4	chr4	111620000	1000000.0	110630000	110620000	3M_NeuN-	1.7672857242365176	3M	NeuN-
(('chr4', 110620000, 110630000), ('chr4', 112500000, 112510000))	112510000	('chr4', 110620000, 110630000)	('chr4', 112500000, 112510000)	100000000	chr4	chr4	112500000	1880000.0	110630000	110620000	3M_NeuN-	1.0497061374251393	3M	NeuN-
(('chr4', 110620000, 110630000), ('chr4', 146630000, 146640000))	146640000	('chr4', 110620000, 110630000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	36010000.0	110630000	110620000	3M_NeuN-	1.4041127955663022	3M	NeuN-
(('chr4', 110620000, 110630000), ('chr4', 173520000, 173530000))	173530000	('chr4', 110620000, 110630000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	62900000.0	110630000	110620000	3M_NeuN-	2.320007594187284	3M	NeuN-
(('chr4', 110620000, 110630000), ('chr4', 174200000, 174210000))	174210000	('chr4', 110620000, 110630000)	('chr4', 174200000, 174210000)	100000000	chr4	chr4	174200000	63580000.0	110630000	110620000	3M_NeuN-	1.9577951730420018	3M	NeuN-
(('chr4', 111620000, 111630000), ('chr4', 112500000, 112510000))	112510000	('chr4', 111620000, 111630000)	('chr4', 112500000, 112510000)	100000000	chr4	chr4	112500000	880000.0	111630000	111620000	3M_NeuN-	0.6704822497528583	3M	NeuN-
(('chr4', 111620000, 111630000), ('chr4', 146630000, 146640000))	146640000	('chr4', 111620000, 111630000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	35010000.0	111630000	111620000	3M_NeuN-	0.4023269367894479	3M	NeuN-
(('chr4', 111620000, 111630000), ('chr4', 173520000, 173530000))	173530000	('chr4', 111620000, 111630000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	61900000.0	111630000	111620000	3M_NeuN-	1.9644653773567677	3M	NeuN-
(('chr4', 111620000, 111630000), ('chr4', 174200000, 174210000))	174210000	('chr4', 111620000, 111630000)	('chr4', 174200000, 174210000)	100000000	chr4	chr4	174200000	62580000.0	111630000	111620000	3M_NeuN-	1.5048567861272664	3M	NeuN-
(('chr4', 112500000, 112510000), ('chr4', 146630000, 146640000))	146640000	('chr4', 112500000, 112510000)	('chr4', 146630000, 146640000)	100000000	chr4	chr4	146630000	34130000.0	112510000	112500000	3M_NeuN-	0.8099733292763356	3M	NeuN-
(('chr4', 112500000, 112510000), ('chr4', 173520000, 173530000))	173530000	('chr4', 112500000, 112510000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	61020000.0	112510000	112500000	3M_NeuN-	1.5655899315809472	3M	NeuN-
(('chr4', 112500000, 112510000), ('chr4', 174200000, 174210000))	174210000	('chr4', 112500000, 112510000)	('chr4', 174200000, 174210000)	100000000	chr4	chr4	174200000	61700000.0	112510000	112500000	3M_NeuN-	1.4708524737595425	3M	NeuN-
(('chr4', 146630000, 146640000), ('chr4', 173520000, 173530000))	173530000	('chr4', 146630000, 146640000)	('chr4', 173520000, 173530000)	100000000	chr4	chr4	173520000	26890000.0	146640000	146630000	3M_NeuN-	1.814578714040935	3M	NeuN-
(('chr4', 146630000, 146640000), ('chr4', 174200000, 174210000))	174210000	('chr4', 146630000, 146640000)	('chr4', 174200000, 174210000)	100000000	chr4	chr4	174200000	27570000.0	146640000	146630000	3M_NeuN-	1.6518139906571792	3M	NeuN-
(('chr4', 173520000, 173530000), ('chr4', 174200000, 174210000))	174210000	('chr4', 173520000, 173530000)	('chr4', 174200000, 174210000)	100000000	chr4	chr4	174200000	680000.0	173530000	173520000	3M_NeuN-	1.445379143982281	3M	NeuN-
(('chr5', 42980000, 43040000), ('chr5', 50960000, 50970000))	50970000	('chr5', 42980000, 43040000)	('chr5', 50960000, 50970000)	600000000	chr5	chr5	50960000	7955000.0	43040000	42980000	3M_NeuN-	0.911005367667975	3M	NeuN-
(('chr5', 42980000, 43040000), ('chr5', 51380000, 51390000))	51390000	('chr5', 42980000, 43040000)	('chr5', 51380000, 51390000)	600000000	chr5	chr5	51380000	8375000.0	43040000	42980000	3M_NeuN-	0.8559386504478261	3M	NeuN-
(('chr5', 42980000, 43040000), ('chr5', 55160000, 55170000))	55170000	('chr5', 42980000, 43040000)	('chr5', 55160000, 55170000)	600000000	chr5	chr5	55160000	12155000.0	43040000	42980000	3M_NeuN-	1.2907694080196137	3M	NeuN-
(('chr5', 42980000, 43040000), ('chr5', 55220000, 55230000))	55230000	('chr5', 42980000, 43040000)	('chr5', 55220000, 55230000)	600000000	chr5	chr5	55220000	12215000.0	43040000	42980000	3M_NeuN-	1.207286508132609	3M	NeuN-
(('chr5', 42980000, 43040000), ('chr5', 73440000, 73450000))	73450000	('chr5', 42980000, 43040000)	('chr5', 73440000, 73450000)	600000000	chr5	chr5	73440000	30435000.0	43040000	42980000	3M_NeuN-	1.585706769512591	3M	NeuN-
(('chr5', 42980000, 43040000), ('chr5', 77630000, 77640000))	77640000	('chr5', 42980000, 43040000)	('chr5', 77630000, 77640000)	600000000	chr5	chr5	77630000	34625000.0	43040000	42980000	3M_NeuN-	2.0475904459339	3M	NeuN-
